Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,Date,Value
Colombia,COL,"Population, total",SP.POP.TOTL,1969,20392264.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1969,1805968.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1969,4891860.0
Estonia,EST,"Population, total",SP.POP.TOTL,1969,1345249.0
Finland,FIN,"Population, total",SP.POP.TOTL,1969,4623785.0
France,FRA,"Population, total",SP.POP.TOTL,1969,51272683.0
Germany,DEU,"Population, total",SP.POP.TOTL,1969,77909682.0
Greece,GRC,"Population, total",SP.POP.TOTL,1969,8772764.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1969,10298723.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1969,203369.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1969,2932650.0
Italy,ITA,"Population, total",SP.POP.TOTL,1969,53537950.0
Japan,JPN,"Population, total",SP.POP.TOTL,1969,102219000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1969,2343173.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1969,3107321.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1969,337500.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1969,48714394.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1969,12877984.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1969,2772800.0
Norway,NOR,"Population, total",SP.POP.TOTL,1969,3847707.0
Poland,POL,"Population, total",SP.POP.TOTL,1969,32548300.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1969,8757705.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1969,4518607.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1969,1713874.0
Spain,ESP,"Population, total",SP.POP.TOTL,1969,33441054.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1969,7968072.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1969,6136387.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1969,55441750.0
United States,USA,"Population, total",SP.POP.TOTL,1969,202677000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1969,23472028.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1969,94000381.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1969,8434172.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1969,4391490.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1969,636821.0
India,IND,"Population, total",SP.POP.TOTL,1969,545314670.0
Malta,MLT,"Population, total",SP.POP.TOTL,1969,304300.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1969,1633502.0
Romania,ROU,"Population, total",SP.POP.TOTL,1969,20009141.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1969,6945000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1970,12507000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1970,7467086.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1970,9655549.0
Canada,CAN,"Population, total",SP.POP.TOTL,1970,21324000.0
Chile,CHL,"Population, total",SP.POP.TOTL,1970,9820481.0
Colombia,COL,"Population, total",SP.POP.TOTL,1970,20905254.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1970,1855697.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1970,4928757.0
Estonia,EST,"Population, total",SP.POP.TOTL,1970,1360076.0
Finland,FIN,"Population, total",SP.POP.TOTL,1970,4606307.0
France,FRA,"Population, total",SP.POP.TOTL,1970,51724116.0
Germany,DEU,"Population, total",SP.POP.TOTL,1970,78169289.0
Greece,GRC,"Population, total",SP.POP.TOTL,1970,8792806.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1970,10337910.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1970,204438.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1970,2957250.0
Italy,ITA,"Population, total",SP.POP.TOTL,1970,53821850.0
Japan,JPN,"Population, total",SP.POP.TOTL,1970,103403000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1970,2359164.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1970,3139689.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1970,339171.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1970,50289306.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1970,13038526.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1970,2810700.0
Norway,NOR,"Population, total",SP.POP.TOTL,1970,3875763.0
Poland,POL,"Population, total",SP.POP.TOTL,1970,32664300.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1970,8680431.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1970,4538223.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1970,1724891.0
Spain,ESP,"Population, total",SP.POP.TOTL,1970,33814531.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1970,8042801.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1970,6180877.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1970,55663250.0
United States,USA,"Population, total",SP.POP.TOTL,1970,205052000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1970,23842803.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1970,96369875.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1970,8489574.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1970,4412252.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1970,640804.0
India,IND,"Population, total",SP.POP.TOTL,1970,557501301.0
Malta,MLT,"Population, total",SP.POP.TOTL,1970,302650.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1970,1656783.0
Romania,ROU,"Population, total",SP.POP.TOTL,1970,20250398.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1970,6972000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1971,12937000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1971,7500482.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1971,9673162.0
Canada,CAN,"Population, total",SP.POP.TOTL,1971,21962032.0
Chile,CHL,"Population, total",SP.POP.TOTL,1971,9984378.0
Colombia,COL,"Population, total",SP.POP.TOTL,1971,21405413.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1971,1905486.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1971,4963126.0
Estonia,EST,"Population, total",SP.POP.TOTL,1971,1376955.0
Finland,FIN,"Population, total",SP.POP.TOTL,1971,4612124.0
France,FRA,"Population, total",SP.POP.TOTL,1971,52185222.0
Germany,DEU,"Population, total",SP.POP.TOTL,1971,78312842.0
Greece,GRC,"Population, total",SP.POP.TOTL,1971,8831036.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1971,10367537.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1971,206098.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1971,2992050.0
Italy,ITA,"Population, total",SP.POP.TOTL,1971,54073490.0
Japan,JPN,"Population, total",SP.POP.TOTL,1971,105697000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1971,2376389.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1971,3179041.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1971,342421.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1971,51897675.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1971,13194497.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1971,2853000.0
Norway,NOR,"Population, total",SP.POP.TOTL,1971,3903039.0
Poland,POL,"Population, total",SP.POP.TOTL,1971,32783500.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1971,8643756.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1971,4557449.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1971,1738335.0
Spain,ESP,"Population, total",SP.POP.TOTL,1971,34224490.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1971,8098334.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1971,6213399.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1971,55896223.0
United States,USA,"Population, total",SP.POP.TOTL,1971,207661000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1971,24223379.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1971,98766288.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1971,8536395.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1971,4431275.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1971,644413.0
India,IND,"Population, total",SP.POP.TOTL,1971,569999178.0
Malta,MLT,"Population, total",SP.POP.TOTL,1971,302700.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1971,1679012.0
Romania,ROU,"Population, total",SP.POP.TOTL,1971,20461567.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1971,7013000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1972,13177000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1972,7544201.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1972,9711115.0
Canada,CAN,"Population, total",SP.POP.TOTL,1972,22218463.0
Chile,CHL,"Population, total",SP.POP.TOTL,1972,10145765.0
Colombia,COL,"Population, total",SP.POP.TOTL,1972,21898055.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1972,1955547.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1972,4991596.0
Estonia,EST,"Population, total",SP.POP.TOTL,1972,1392518.0
Finland,FIN,"Population, total",SP.POP.TOTL,1972,4639657.0
France,FRA,"Population, total",SP.POP.TOTL,1972,52637888.0
Germany,DEU,"Population, total",SP.POP.TOTL,1972,78688452.0
Greece,GRC,"Population, total",SP.POP.TOTL,1972,8888628.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1972,10398489.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1972,209137.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1972,3036850.0
Italy,ITA,"Population, total",SP.POP.TOTL,1972,54381345.0
Japan,JPN,"Population, total",SP.POP.TOTL,1972,107188000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1972,2395674.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1972,3213622.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1972,346600.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1972,53543436.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1972,13328593.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1972,2903900.0
Norway,NOR,"Population, total",SP.POP.TOTL,1972,3933004.0
Poland,POL,"Population, total",SP.POP.TOTL,1972,33055650.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1972,8630430.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1972,4596622.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1972,1752233.0
Spain,ESP,"Population, total",SP.POP.TOTL,1972,34604469.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1972,8122300.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1972,6260956.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1972,56086065.0
United States,USA,"Population, total",SP.POP.TOTL,1972,209896000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1972,24612794.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1972,101194394.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1972,8576200.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1972,4450564.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1972,647620.0
India,IND,"Population, total",SP.POP.TOTL,1972,582837973.0
Malta,MLT,"Population, total",SP.POP.TOTL,1972,302450.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1972,1701498.0
Romania,ROU,"Population, total",SP.POP.TOTL,1972,20657957.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1972,7053000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1973,13380000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1973,7586115.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1973,9741720.0
Canada,CAN,"Population, total",SP.POP.TOTL,1973,22491777.0
Chile,CHL,"Population, total",SP.POP.TOTL,1973,10307842.0
Colombia,COL,"Population, total",SP.POP.TOTL,1973,22396318.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1973,2006247.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1973,5021861.0
Estonia,EST,"Population, total",SP.POP.TOTL,1973,1405951.0
Finland,FIN,"Population, total",SP.POP.TOTL,1973,4666081.0
France,FRA,"Population, total",SP.POP.TOTL,1973,53053660.0
Germany,DEU,"Population, total",SP.POP.TOTL,1973,78936666.0
Greece,GRC,"Population, total",SP.POP.TOTL,1973,8929086.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1973,10432055.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1973,212317.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1973,3085950.0
Italy,ITA,"Population, total",SP.POP.TOTL,1973,54751406.0
Japan,JPN,"Population, total",SP.POP.TOTL,1973,108707000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1973,2415819.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1973,3244438.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1973,350450.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1973,55228203.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1973,13439322.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1973,2961300.0
Norway,NOR,"Population, total",SP.POP.TOTL,1973,3960612.0
Poland,POL,"Population, total",SP.POP.TOTL,1973,33357200.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1973,8633100.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1973,4641445.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1973,1766697.0
Spain,ESP,"Population, total",SP.POP.TOTL,1973,34988947.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1973,8136312.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1973,6307347.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1973,56194527.0
United States,USA,"Population, total",SP.POP.TOTL,1973,211909000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1973,25020588.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1973,103666904.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1973,8620967.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1973,4470161.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1973,650705.0
India,IND,"Population, total",SP.POP.TOTL,1973,596107483.0
Malta,MLT,"Population, total",SP.POP.TOTL,1973,302200.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1973,1725228.0
Romania,ROU,"Population, total",SP.POP.TOTL,1973,20835681.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1973,7091000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1974,13723000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1974,7599038.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1974,9772419.0
Canada,CAN,"Population, total",SP.POP.TOTL,1974,22807969.0
Chile,CHL,"Population, total",SP.POP.TOTL,1974,10472743.0
Colombia,COL,"Population, total",SP.POP.TOTL,1974,22897871.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1974,2058235.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1974,5045297.0
Estonia,EST,"Population, total",SP.POP.TOTL,1974,1418169.0
Finland,FIN,"Population, total",SP.POP.TOTL,1974,4690574.0
France,FRA,"Population, total",SP.POP.TOTL,1974,53415250.0
Germany,DEU,"Population, total",SP.POP.TOTL,1974,78967433.0
Greece,GRC,"Population, total",SP.POP.TOTL,1974,8962022.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1974,10478720.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1974,215209.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1974,3137500.0
Italy,ITA,"Population, total",SP.POP.TOTL,1974,55110868.0
Japan,JPN,"Population, total",SP.POP.TOTL,1974,110162000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1974,2437186.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1974,3273894.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1974,355050.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1974,56945880.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1974,13545056.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1974,3023700.0
Norway,NOR,"Population, total",SP.POP.TOTL,1974,3985258.0
Poland,POL,"Population, total",SP.POP.TOTL,1974,33678899.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1974,8754365.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1974,4689623.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1974,1776132.0
Spain,ESP,"Population, total",SP.POP.TOTL,1974,35373335.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1974,8159955.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1974,6341405.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1974,56229974.0
United States,USA,"Population, total",SP.POP.TOTL,1974,213854000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1974,25449754.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1974,106167372.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1974,8678745.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1974,4490660.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1974,648585.0
India,IND,"Population, total",SP.POP.TOTL,1974,609721951.0
Malta,MLT,"Population, total",SP.POP.TOTL,1974,301996.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1974,1749329.0
Romania,ROU,"Population, total",SP.POP.TOTL,1974,21029429.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1974,7128000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1975,13893000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1975,7578903.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1975,9800700.0
Canada,CAN,"Population, total",SP.POP.TOTL,1975,23143275.0
Chile,CHL,"Population, total",SP.POP.TOTL,1975,10639531.0
Colombia,COL,"Population, total",SP.POP.TOTL,1975,23403731.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1975,2111850.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1975,5059862.0
Estonia,EST,"Population, total",SP.POP.TOTL,1975,1429352.0
Finland,FIN,"Population, total",SP.POP.TOTL,1975,4711440.0
France,FRA,"Population, total",SP.POP.TOTL,1975,53715733.0
Germany,DEU,"Population, total",SP.POP.TOTL,1975,78673554.0
Greece,GRC,"Population, total",SP.POP.TOTL,1975,9046541.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1975,10540525.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1975,217979.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1975,3189550.0
Italy,ITA,"Population, total",SP.POP.TOTL,1975,55441001.0
Japan,JPN,"Population, total",SP.POP.TOTL,1975,111573000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1975,2456130.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1975,3301652.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1975,358950.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1975,58691882.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1975,13666335.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1975,3083100.0
Norway,NOR,"Population, total",SP.POP.TOTL,1975,4007313.0
Poland,POL,"Population, total",SP.POP.TOTL,1975,34015199.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1975,9093470.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1975,4739105.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1975,1793581.0
Spain,ESP,"Population, total",SP.POP.TOTL,1975,35757900.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1975,8192437.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1975,6338632.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1975,56225800.0
United States,USA,"Population, total",SP.POP.TOTL,1975,215973000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1975,25875558.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1975,108700515.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1975,8720742.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1975,4512082.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1975,644982.0
India,IND,"Population, total",SP.POP.TOTL,1975,623524219.0
Malta,MLT,"Population, total",SP.POP.TOTL,1975,304222.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1975,1774013.0
Romania,ROU,"Population, total",SP.POP.TOTL,1975,21293583.0
Serbia,SRB,"Population, total",SP.POP.TOTL,1975,7163000.0
Australia,AUS,"Population, total",SP.POP.TOTL,1976,14033000.0
Austria,AUT,"Population, total",SP.POP.TOTL,1976,7565525.0
Belgium,BEL,"Population, total",SP.POP.TOTL,1976,9818227.0
Canada,CAN,"Population, total",SP.POP.TOTL,1976,23449808.0
Chile,CHL,"Population, total",SP.POP.TOTL,1976,10804869.0
Colombia,COL,"Population, total",SP.POP.TOTL,1976,23913002.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,1976,2167544.0
Denmark,DNK,"Population, total",SP.POP.TOTL,1976,5072596.0
Estonia,EST,"Population, total",SP.POP.TOTL,1976,1439576.0
Finland,FIN,"Population, total",SP.POP.TOTL,1976,4725664.0
France,FRA,"Population, total",SP.POP.TOTL,1976,53966558.0
Germany,DEU,"Population, total",SP.POP.TOTL,1976,78336950.0
Greece,GRC,"Population, total",SP.POP.TOTL,1976,9188150.0
Hungary,HUN,"Population, total",SP.POP.TOTL,1976,10598677.0
Iceland,ISL,"Population, total",SP.POP.TOTL,1976,220154.0
Ireland,IRL,"Population, total",SP.POP.TOTL,1976,3238050.0
Italy,ITA,"Population, total",SP.POP.TOTL,1976,55718260.0
Japan,JPN,"Population, total",SP.POP.TOTL,1976,112775000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,1976,2470989.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,1976,3328664.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,1976,360731.0
Mexico,MEX,"Population, total",SP.POP.TOTL,1976,60452543.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,1976,13774037.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,1976,3110500.0
Norway,NOR,"Population, total",SP.POP.TOTL,1976,4026152.0
Poland,POL,"Population, total",SP.POP.TOTL,1976,34356300.0
Portugal,PRT,"Population, total",SP.POP.TOTL,1976,9355810.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,1976,4789507.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,1976,1820249.0
Spain,ESP,"Population, total",SP.POP.TOTL,1976,36137812.0
Sweden,SWE,"Population, total",SP.POP.TOTL,1976,8222286.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,1976,6302504.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,1976,56211968.0
United States,USA,"Population, total",SP.POP.TOTL,1976,218035000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,1976,26290257.0
Brazil,BRA,"Population, total",SP.POP.TOTL,1976,111286504.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,1976,8758599.0
Croatia,HRV,"Population, total",SP.POP.TOTL,1976,4535934.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,1976,648868.0
India,IND,"Population, total",SP.POP.TOTL,1976,637451448.0
Malta,MLT,"Population, total",SP.POP.TOTL,1976,305774.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,1976,1799332.0
Romania,ROU,"Population, total",SP.POP.TOTL,1976,21551634.0
